,Acinetobacter,Actinomadura,Aeromicrobium,Aggregatibacter,Alistipes,Anaerococcus,Arcobacter,Bacillus,Bacteroides,Brevundimonas,Brochothrix,Candidatus_Arthromitus,Chitinophaga,Chryseobacterium,Clostridium,Collinsella,Corynebacterium,Desulfurispora,Devosia,Enhydrobacter,Enterococcus,Faecalibacterium,Finegoldia,Flavobacterium,Flexispira,Granulicatella,Haemophilus,Helicobacter,Kaistobacter,Klebsiella,Lactobacillus,Micrococcus,Myroides,Neisseria,Novosphingobium,Oscillospira,Paenisporosarcina,Parabacteroides,Paracoccus,Pedobacter,Peptococcus,Phyllobacterium,Porphyromonas,Prevotella,Pseudomonas,Psychrobacter,Rhodoplanes,Roseburia,Rothia,Ruminococcus,Sedimentibacter,Sphingobacterium,Sphingobium,Staphylococcus,Stenotrophomonas,Steroidobacter,Streptococcus,Streptomyces,Streptosporangium,Unclassified,Weissella
Enterococcus,-0.0479549435196936,-0.134281626522908,-0.134281626522908,-0.134281626522908,-0.134281626522908,0.604267319353088,-0.198347107438017,0.738548945875996,-0.113084785754009,-0.254012899322073,-0.134281626522908,0.550085353152774,-0.134281626522908,-0.307024383155036,-0.0774647676529122,-0.134281626522908,0.377573811950822,-0.134281626522908,-0.134281626522908,0.185825406138813,1,0.0671615838151642,0.301652892561983,-0.134281626522908,-0.198347107438017,0.607652424994343,0.479549435196936,-0.333869367464216,0.738548945875996,0.738548945875996,0.0557399399531787,0.134062363531094,-0.134281626522908,0.604267319353088,-0.134281626522908,-0.307024383155036,-0.134281626522908,0.0717266367156594,0.0717266367156594,-0.134281626522908,0.738548945875996,-0.134281626522908,0.28929246867236,0.135338939585321,-0.254012899322073,-0.134281626522908,0.738548945875996,-0.198347107438017,0.0299718396998085,-0.198347107438017,0.738548945875996,-0.254012899322073,-0.198347107438017,-0.198347107438017,-0.134281626522908,-0.134281626522908,0.590843363503694,-0.134281626522908,-0.134281626522908,0.00537556723626439,0.738548945875996
Faecalibacterium,-0.389708324984474,-0.207856489992599,-0.207856489992599,-0.207856489992599,-0.207856489992599,-0.207856489992599,-0.307024383155036,0.259820612490748,0.0791872910428578,-0.393190275044233,-0.207856489992599,0.113861386138614,-0.207856489992599,-0.475247524752475,0.0599544223560607,-0.207856489992599,0.351518241203347,0.467677102483347,-0.207856489992599,0.42218401873318,0.0671615838151642,1,-0.307024383155036,-0.207856489992599,-0.307024383155036,-0.23019801980198,-0.0835089267823872,0.312581412011281,0.259820612490748,0.259820612490748,-0.0992227667830102,0.180212209395273,-0.207856489992599,-0.207856489992599,-0.207856489992599,-0.185643564356436,-0.207856489992599,0.188745403713524,0.0510722857107184,-0.207856489992599,0.259820612490748,-0.207856489992599,0.0327658562536861,0.0796073857204575,-0.393190275044233,-0.207856489992599,0.259820612490748,0.761164616571861,0.937155733891234,0.773957299203321,0.259820612490748,-0.393190275044233,-0.307024383155036,-0.307024383155036,-0.207856489992599,0.467677102483347,0.37100686710169,-0.207856489992599,-0.207856489992599,0.0956905684968961,0.259820612490748
Finegoldia,0.0299718396998085,-0.134281626522908,-0.134281626522908,-0.134281626522908,-0.134281626522908,0.604267319353088,0.5,-0.134281626522908,0.0969298163605787,0.388075262853166,-0.134281626522908,0.00959451197359489,0.738548945875996,0.150314020919653,0.146322338899945,-0.134281626522908,0.519848001961276,-0.134281626522908,-0.134281626522908,-0.359662076397702,0.301652892561983,-0.307024383155036,1,-0.134281626522908,0.392561983471074,0.150314020919653,0.713329784855442,-0.0538498979780993,-0.134281626522908,-0.134281626522908,0.345587627709708,0.684423645395585,-0.134281626522908,0.604267319353088,-0.134281626522908,0.233466458024142,-0.134281626522908,-0.413145427482198,-0.413145427482198,-0.134281626522908,-0.134281626522908,-0.134281626522908,0.28929246867236,0.346467685338423,0.20462150223167,-0.134281626522908,-0.134281626522908,-0.198347107438017,-0.359662076397702,-0.198347107438017,-0.134281626522908,0.20462150223167,0.392561983471074,-0.198347107438017,-0.134281626522908,-0.134281626522908,0.300995675747165,-0.134281626522908,-0.134281626522908,-0.413918677192358,-0.134281626522908
Flavobacterium,0.340889327490372,1,1,1,-0.0909090909090909,-0.0909090909090909,0.604267319353088,-0.0909090909090909,-0.437478639259807,0.515902637341361,-0.0909090909090909,-0.207856489992599,-0.0909090909090909,0.571605347479646,-0.279700776630427,1,-0.133366267342316,-0.0909090909090909,1,-0.243492376778837,-0.134281626522908,-0.207856489992599,-0.134281626522908,1,-0.134281626522908,-0.207856489992599,-0.243492376778837,-0.437478639259807,-0.0909090909090909,-0.0909090909090909,-0.316983388996208,-0.171967545780454,1,-0.0909090909090909,-0.0909090909090909,0.363748857487047,1,-0.279700776630427,-0.279700776630427,1,-0.0909090909090909,1,-0.171967545780454,-0.395819547420188,0.630547667861664,-0.0909090909090909,-0.0909090909090909,-0.134281626522908,-0.243492376778837,-0.134281626522908,-0.0909090909090909,0.630547667861664,0.738548945875996,-0.134281626522908,1,-0.0909090909090909,-0.316983388996208,-0.0909090909090909,1,-0.218356573370573,-0.0909090909090909
Flexispira,0.515515642836706,-0.134281626522908,-0.134281626522908,-0.134281626522908,-0.134281626522908,-0.134281626522908,0.392561983471074,-0.134281626522908,-0.142702229641963,0.28929246867236,-0.134281626522908,-0.307024383155036,0.604267319353088,0.0799542664466241,0.694313843407583,-0.134281626522908,-0.0738731371208129,-0.134281626522908,-0.134281626522908,-0.359662076397702,-0.198347107438017,-0.307024383155036,0.392561983471074,-0.134281626522908,1,-0.307024383155036,0.101904254979349,-0.320406892969691,-0.134281626522908,-0.134281626522908,-0.0390179579672251,0.211677416101727,-0.134281626522908,-0.134281626522908,-0.134281626522908,0.150314020919653,-0.134281626522908,-0.413145427482198,0.146322338899945,-0.134281626522908,-0.134281626522908,-0.134281626522908,-0.254012899322073,0.443911721839854,0.134062363531094,-0.134281626522908,-0.134281626522908,-0.198347107438017,-0.359662076397702,-0.198347107438017,-0.134281626522908,0.134062363531094,0.301652892561983,-0.198347107438017,-0.134281626522908,-0.134281626522908,-0.284273693761211,0.738548945875996,-0.134281626522908,0.0591312395989083,-0.134281626522908
Granulicatella,-0.352593246414524,-0.207856489992599,-0.207856489992599,-0.207856489992599,0.259820612490748,0.467677102483347,-0.307024383155036,0.363748857487047,0.287574899050378,-0.147446353141587,0.259820612490748,0.502475247524753,-0.207856489992599,-0.475247524752475,-0.199848074520202,-0.207856489992599,0.158818482471392,-0.207856489992599,-0.207856489992599,0.00927876964248747,0.607652424994343,-0.23019801980198,0.150314020919653,-0.207856489992599,-0.307024383155036,1,0.338675091950792,-0.0541807780819554,0.363748857487047,0.363748857487047,0.215701666919587,-0.0382268322959671,-0.207856489992599,0.467677102483347,-0.207856489992599,-0.475247524752475,-0.207856489992599,0.424122024815096,-0.102144571421437,-0.207856489992599,0.363748857487047,-0.207856489992599,0.349502466705985,0.423176103040327,-0.393190275044233,0.259820612490748,0.363748857487047,-0.307024383155036,-0.134542159816068,-0.307024383155036,0.363748857487047,-0.393190275044233,-0.307024383155036,0.00959451197359489,-0.207856489992599,-0.207856489992599,0.422775267162391,-0.207856489992599,-0.207856489992599,-0.341157678988934,0.363748857487047
Haemophilus,-0.208695652173913,-0.243492376778837,-0.243492376778837,-0.243492376778837,0.243492376778837,0.535683228913441,0.185825406138813,0.146095426067302,0.0390583283432253,0.296831530618646,0.243492376778837,0.672710799080341,0.438286278201907,-0.199493547313481,0.391225428460237,-0.243492376778837,0.650916662542371,-0.243492376778837,-0.243492376778837,0.226086956521739,0.479549435196936,-0.0835089267823872,0.713329784855442,-0.243492376778837,0.101904254979349,0.338675091950792,1,-0.0156233313372901,0.146095426067302,0.146095426067302,0.258746949073393,0.378716090789307,-0.243492376778837,0.535683228913441,-0.243492376778837,-0.134542159816068,-0.243492376778837,-0.345443729385103,-0.129021151939014,-0.243492376778837,0.146095426067302,-0.243492376778837,0.368480520767974,0.188474571759203,-0.102355700213326,0.243492376778837,0.146095426067302,-0.359662076397702,0.00869565217391304,-0.359662076397702,0.146095426067302,-0.102355700213326,0.101904254979349,-0.0299718396998085,-0.243492376778837,-0.243492376778837,0.743897478586006,-0.243492376778837,-0.243492376778837,-0.538061789677068,0.146095426067302
Helicobacter,-0.441359110278446,-0.437478639259807,-0.437478639259807,-0.437478639259807,-0.218739319629904,-0.131243591777942,-0.261172005193782,-0.306235047481865,0.515789473684211,-0.358606476441935,-0.218739319629904,-0.150039077765415,0.0437478639259807,-0.0979421757635347,-0.256112797981121,-0.437478639259807,-0.17649330180923,-0.0437478639259807,-0.437478639259807,0.234349970059352,-0.333869367464216,0.312581412011281,-0.0538498979780993,-0.437478639259807,-0.320406892969691,-0.0541807780819554,-0.0156233313372901,1,-0.306235047481865,-0.306235047481865,0.479413967543109,0.18390075714971,-0.437478639259807,-0.131243591777942,0.218739319629904,-0.127116440884588,-0.437478639259807,0.246765615573051,-0.267329416870805,-0.437478639259807,-0.306235047481865,-0.437478639259807,-0.239070984294623,0.0952394283487992,-0.160913162505997,-0.218739319629904,-0.306235047481865,0.172319673529918,0.234349970059352,0.215399591912397,-0.306235047481865,-0.160913162505997,-0.320406892969691,0.0269249489890496,-0.437478639259807,-0.0437478639259807,-0.0871661759169289,-0.437478639259807,-0.437478639259807,-0.210157940501504,-0.306235047481865
Kaistobacter,0.146095426067302,-0.0909090909090909,-0.0909090909090909,-0.0909090909090909,-0.0909090909090909,-0.0909090909090909,-0.134281626522908,1,0.0437478639259807,-0.171967545780454,-0.0909090909090909,0.467677102483347,-0.0909090909090909,-0.207856489992599,0.139850388315213,-0.0909090909090909,0.133366267342316,-0.0909090909090909,-0.0909090909090909,0.438286278201907,0.738548945875996,0.259820612490748,-0.134281626522908,-0.0909090909090909,-0.134281626522908,0.363748857487047,0.146095426067302,-0.306235047481865,1,1,-0.0452833412851726,-0.171967545780454,-0.0909090909090909,-0.0909090909090909,-0.0909090909090909,-0.207856489992599,-0.0909090909090909,0.326317572735498,0.326317572735498,-0.0909090909090909,1,-0.0909090909090909,-0.171967545780454,0.131939849140063,-0.171967545780454,-0.0909090909090909,1,-0.134281626522908,0.243492376778837,-0.134281626522908,1,-0.171967545780454,-0.134281626522908,-0.134281626522908,-0.0909090909090909,-0.0909090909090909,0.316983388996208,-0.0909090909090909,-0.0909090909090909,0.0436713146741147,1
Klebsiella,0.146095426067302,-0.0909090909090909,-0.0909090909090909,-0.0909090909090909,-0.0909090909090909,-0.0909090909090909,-0.134281626522908,1,0.0437478639259807,-0.171967545780454,-0.0909090909090909,0.467677102483347,-0.0909090909090909,-0.207856489992599,0.139850388315213,-0.0909090909090909,0.133366267342316,-0.0909090909090909,-0.0909090909090909,0.438286278201907,0.738548945875996,0.259820612490748,-0.134281626522908,-0.0909090909090909,-0.134281626522908,0.363748857487047,0.146095426067302,-0.306235047481865,1,1,-0.0452833412851726,-0.171967545780454,-0.0909090909090909,-0.0909090909090909,-0.0909090909090909,-0.207856489992599,-0.0909090909090909,0.326317572735498,0.326317572735498,-0.0909090909090909,1,-0.0909090909090909,-0.171967545780454,0.131939849140063,-0.171967545780454,-0.0909090909090909,1,-0.134281626522908,0.243492376778837,-0.134281626522908,1,-0.171967545780454,-0.134281626522908,-0.134281626522908,-0.0909090909090909,-0.0909090909090909,0.316983388996208,-0.0909090909090909,-0.0909090909090909,0.0436713146741147,1
Lactobacillus,-0.468978845195525,-0.316983388996208,-0.316983388996208,-0.316983388996208,-0.316983388996208,0.135850023855518,0.0390179579672251,-0.0452833412851726,0.631954775397735,-0.133248757788297,-0.316983388996208,-0.0776526000910515,0.316983388996208,-0.0431403333839175,-0.0541814167162792,-0.316983388996208,0.0627413070776913,0.0452833412851726,-0.316983388996208,0.145545158853784,0.0557399399531787,-0.0992227667830102,0.345587627709708,-0.316983388996208,-0.0390179579672251,0.215701666919587,0.258746949073393,0.479413967543109,-0.0452833412851726,-0.0452833412851726,1,0.0380710736537992,-0.316983388996208,0.135850023855518,-0.316983388996208,0.405519133808824,-0.316983388996208,0.332828702685715,-0.522463661192692,-0.316983388996208,-0.0452833412851726,-0.316983388996208,-0.0380710736537992,0.15335004858824,-0.266497515576594,-0.316983388996208,-0.0452833412851726,-0.178367807850172,-0.210231896122132,-0.222959759812715,-0.0452833412851726,-0.266497515576594,-0.0390179579672251,-0.468215495606701,-0.316983388996208,0.0452833412851726,-0.0300751879699248,-0.316983388996208,-0.316983388996208,-0.427817132449102,-0.0452833412851726
Micrococcus,-0.153533550319989,-0.171967545780454,-0.171967545780454,-0.171967545780454,-0.171967545780454,0.401257606821059,0.296348382542418,-0.171967545780454,0.239070984294623,0.180722891566265,-0.171967545780454,-0.147446353141587,0.515902637341361,-0.0327658562536861,-0.0881823362017059,-0.171967545780454,0.3737501726405,-0.171967545780454,-0.171967545780454,-0.174004690362654,0.134062363531094,0.180212209395273,0.684423645395585,-0.171967545780454,0.211677416101727,-0.0382268322959671,0.378716090789307,0.18390075714971,-0.171967545780454,-0.171967545780454,0.0380710736537992,1,-0.171967545780454,0.401257606821059,-0.171967545780454,0.0327658562536861,-0.171967545780454,-0.151869579014049,-0.529094017210235,-0.171967545780454,-0.171967545780454,-0.171967545780454,0.0963855421686747,0.499166185039718,0.036144578313253,-0.171967545780454,-0.171967545780454,0.28929246867236,0.112591270234659,0.388075262853166,-0.171967545780454,0.036144578313253,0.211677416101727,-0.254012899322073,-0.171967545780454,-0.171967545780454,0.266497515576594,-0.171967545780454,-0.171967545780454,-0.165221073721295,-0.171967545780454
Myroides,0.340889327490372,1,1,1,-0.0909090909090909,-0.0909090909090909,0.604267319353088,-0.0909090909090909,-0.437478639259807,0.515902637341361,-0.0909090909090909,-0.207856489992599,-0.0909090909090909,0.571605347479646,-0.279700776630427,1,-0.133366267342316,-0.0909090909090909,1,-0.243492376778837,-0.134281626522908,-0.207856489992599,-0.134281626522908,1,-0.134281626522908,-0.207856489992599,-0.243492376778837,-0.437478639259807,-0.0909090909090909,-0.0909090909090909,-0.316983388996208,-0.171967545780454,1,-0.0909090909090909,-0.0909090909090909,0.363748857487047,1,-0.279700776630427,-0.279700776630427,1,-0.0909090909090909,1,-0.171967545780454,-0.395819547420188,0.630547667861664,-0.0909090909090909,-0.0909090909090909,-0.134281626522908,-0.243492376778837,-0.134281626522908,-0.0909090909090909,0.630547667861664,0.738548945875996,-0.134281626522908,1,-0.0909090909090909,-0.316983388996208,-0.0909090909090909,1,-0.218356573370573,-0.0909090909090909
Neisseria,-0.243492376778837,-0.0909090909090909,-0.0909090909090909,-0.0909090909090909,-0.0909090909090909,1,-0.134281626522908,-0.0909090909090909,-0.218739319629904,-0.171967545780454,-0.0909090909090909,0.259820612490748,-0.0909090909090909,-0.207856489992599,-0.279700776630427,-0.0909090909090909,0.400098802026948,-0.0909090909090909,-0.0909090909090909,-0.243492376778837,0.604267319353088,-0.207856489992599,0.604267319353088,-0.0909090909090909,-0.134281626522908,0.467677102483347,0.535683228913441,-0.131243591777942,-0.0909090909090909,-0.0909090909090909,0.135850023855518,0.401257606821059,-0.0909090909090909,1,-0.0909090909090909,-0.207856489992599,-0.0909090909090909,-0.279700776630427,-0.279700776630427,-0.0909090909090909,-0.0909090909090909,-0.0909090909090909,0.630547667861664,0.0439799497133542,-0.171967545780454,-0.0909090909090909,-0.0909090909090909,-0.134281626522908,-0.243492376778837,-0.134281626522908,-0.0909090909090909,-0.171967545780454,-0.134281626522908,-0.134281626522908,-0.0909090909090909,-0.0909090909090909,0.498116754136899,-0.0909090909090909,-0.0909090909090909,-0.0436713146741147,-0.0909090909090909
Novosphingobium,0.535683228913441,-0.0909090909090909,-0.0909090909090909,-0.0909090909090909,-0.0909090909090909,-0.0909090909090909,-0.134281626522908,-0.0909090909090909,-0.306235047481865,-0.171967545780454,-0.0909090909090909,-0.207856489992599,-0.0909090909090909,0.467677102483347,-0.279700776630427,-0.0909090909090909,-0.35564337957951,-0.0909090909090909,-0.0909090909090909,-0.243492376778837,-0.134281626522908,-0.207856489992599,-0.134281626522908,-0.0909090909090909,-0.134281626522908,-0.207856489992599,-0.243492376778837,0.218739319629904,-0.0909090909090909,-0.0909090909090909,-0.316983388996208,-0.171967545780454,-0.0909090909090909,-0.0909090909090909,1,-0.207856489992599,-0.0909090909090909,-0.279700776630427,0.512784757155782,-0.0909090909090909,-0.0909090909090909,-0.0909090909090909,-0.171967545780454,-0.395819547420188,0.515902637341361,-0.0909090909090909,-0.0909090909090909,-0.134281626522908,-0.243492376778837,-0.134281626522908,-0.0909090909090909,0.515902637341361,-0.134281626522908,0.738548945875996,-0.0909090909090909,-0.0909090909090909,-0.316983388996208,-0.0909090909090909,-0.0909090909090909,0.393041832067032,-0.0909090909090909
Oscillospira,0.0510332330336811,0.363748857487047,0.363748857487047,0.363748857487047,-0.207856489992599,-0.207856489992599,0.620445107625803,-0.207856489992599,0.222974740568047,0.464182963593886,-0.207856489992599,-0.475247524752475,0.467677102483347,0.621287128712871,-0.0666160248400675,0.363748857487047,0.0783504513525532,0.259820612490748,0.363748857487047,-0.139181544637312,-0.307024383155036,-0.185643564356436,0.233466458024142,0.363748857487047,0.150314020919653,-0.475247524752475,-0.134542159816068,-0.127116440884588,-0.207856489992599,-0.207856489992599,0.405519133808824,0.0327658562536861,0.363748857487047,-0.207856489992599,-0.207856489992599,1,0.363748857487047,0,-0.459650571396466,0.363748857487047,-0.207856489992599,0.363748857487047,-0.0982975687610582,-0.301670093256471,0.382268322959671,-0.207856489992599,-0.207856489992599,0.0671615838151642,-0.264444934810893,0.00959451197359489,-0.207856489992599,0.382268322959671,0.607652424994343,-0.307024383155036,0.363748857487047,0.259820612490748,-0.362378800424907,-0.207856489992599,0.363748857487047,-0.137295163495547,-0.207856489992599
Paenisporosarcina,0.340889327490372,1,1,1,-0.0909090909090909,-0.0909090909090909,0.604267319353088,-0.0909090909090909,-0.437478639259807,0.515902637341361,-0.0909090909090909,-0.207856489992599,-0.0909090909090909,0.571605347479646,-0.279700776630427,1,-0.133366267342316,-0.0909090909090909,1,-0.243492376778837,-0.134281626522908,-0.207856489992599,-0.134281626522908,1,-0.134281626522908,-0.207856489992599,-0.243492376778837,-0.437478639259807,-0.0909090909090909,-0.0909090909090909,-0.316983388996208,-0.171967545780454,1,-0.0909090909090909,-0.0909090909090909,0.363748857487047,1,-0.279700776630427,-0.279700776630427,1,-0.0909090909090909,1,-0.171967545780454,-0.395819547420188,0.630547667861664,-0.0909090909090909,-0.0909090909090909,-0.134281626522908,-0.243492376778837,-0.134281626522908,-0.0909090909090909,0.630547667861664,0.738548945875996,-0.134281626522908,1,-0.0909090909090909,-0.316983388996208,-0.0909090909090909,1,-0.218356573370573,-0.0909090909090909
Parabacteroides,-0.532732498328833,-0.279700776630427,-0.279700776630427,-0.279700776630427,0.139850388315213,-0.279700776630427,-0.413145427482198,0.326317572735498,0.766468957461748,-0.308638176705971,0.139850388315213,0.0355285465813693,-0.279700776630427,-0.339741726684344,-0.332669322709163,-0.279700776630427,-0.201365223201714,0.0466167961050711,-0.279700776630427,0.374577537887461,0.0717266367156594,0.188745403713524,-0.413145427482198,-0.279700776630427,-0.413145427482198,0.424122024815096,-0.345443729385103,0.246765615573051,0.326317572735498,0.326317572735498,0.332828702685715,-0.151869579014049,-0.279700776630427,-0.279700776630427,-0.279700776630427,0,-0.279700776630427,1,-0.201195219123506,-0.279700776630427,0.326317572735498,-0.279700776630427,-0.102879392235324,0.259350850085088,-0.529094017210235,0.139850388315213,0.326317572735498,0.195096451866594,0.241394413305252,0.218048975615605,0.326317572735498,-0.529094017210235,-0.413145427482198,-0.129107946088187,-0.279700776630427,0.0466167961050711,-0.0387010119401994,-0.279700776630427,-0.279700776630427,0.0261263152381463,0.326317572735498
Paracoccus,0.470302908680923,-0.279700776630427,-0.279700776630427,-0.279700776630427,0.233083980525356,-0.279700776630427,-0.413145427482198,0.326317572735498,-0.472967429848347,-0.259647989927245,0.233083980525356,0.273125701844277,-0.279700776630427,-0.148775788809484,0.428286852589641,-0.279700776630427,-0.106381627351849,0.139850388315213,-0.279700776630427,0.0915633981502681,0.0717266367156594,0.0510722857107184,-0.413145427482198,-0.279700776630427,0.146322338899945,-0.102144571421437,-0.129021151939014,-0.267329416870805,0.326317572735498,0.326317572735498,-0.522463661192692,-0.529094017210235,-0.279700776630427,-0.279700776630427,0.512784757155782,-0.459650571396466,-0.279700776630427,-0.201195219123506,1,-0.279700776630427,0.326317572735498,-0.279700776630427,0.00489901867787255,-0.210487646445868,-0.0293941120672353,0.233083980525356,0.326317572735498,-0.0774647676529122,0.141507069868596,-0.129107946088187,0.326317572735498,-0.0293941120672353,-0.413145427482198,0.568074962788023,-0.279700776630427,0.139850388315213,0.0541814167162792,0.41955116494564,-0.279700776630427,0.515061643266312,0.326317572735498
Pedobacter,0.340889327490372,1,1,1,-0.0909090909090909,-0.0909090909090909,0.604267319353088,-0.0909090909090909,-0.437478639259807,0.515902637341361,-0.0909090909090909,-0.207856489992599,-0.0909090909090909,0.571605347479646,-0.279700776630427,1,-0.133366267342316,-0.0909090909090909,1,-0.243492376778837,-0.134281626522908,-0.207856489992599,-0.134281626522908,1,-0.134281626522908,-0.207856489992599,-0.243492376778837,-0.437478639259807,-0.0909090909090909,-0.0909090909090909,-0.316983388996208,-0.171967545780454,1,-0.0909090909090909,-0.0909090909090909,0.363748857487047,1,-0.279700776630427,-0.279700776630427,1,-0.0909090909090909,1,-0.171967545780454,-0.395819547420188,0.630547667861664,-0.0909090909090909,-0.0909090909090909,-0.134281626522908,-0.243492376778837,-0.134281626522908,-0.0909090909090909,0.630547667861664,0.738548945875996,-0.134281626522908,1,-0.0909090909090909,-0.316983388996208,-0.0909090909090909,1,-0.218356573370573,-0.0909090909090909
Peptococcus,0.146095426067302,-0.0909090909090909,-0.0909090909090909,-0.0909090909090909,-0.0909090909090909,-0.0909090909090909,-0.134281626522908,1,0.0437478639259807,-0.171967545780454,-0.0909090909090909,0.467677102483347,-0.0909090909090909,-0.207856489992599,0.139850388315213,-0.0909090909090909,0.133366267342316,-0.0909090909090909,-0.0909090909090909,0.438286278201907,0.738548945875996,0.259820612490748,-0.134281626522908,-0.0909090909090909,-0.134281626522908,0.363748857487047,0.146095426067302,-0.306235047481865,1,1,-0.0452833412851726,-0.171967545780454,-0.0909090909090909,-0.0909090909090909,-0.0909090909090909,-0.207856489992599,-0.0909090909090909,0.326317572735498,0.326317572735498,-0.0909090909090909,1,-0.0909090909090909,-0.171967545780454,0.131939849140063,-0.171967545780454,-0.0909090909090909,1,-0.134281626522908,0.243492376778837,-0.134281626522908,1,-0.171967545780454,-0.134281626522908,-0.134281626522908,-0.0909090909090909,-0.0909090909090909,0.316983388996208,-0.0909090909090909,-0.0909090909090909,0.0436713146741147,1
Phyllobacterium,0.340889327490372,1,1,1,-0.0909090909090909,-0.0909090909090909,0.604267319353088,-0.0909090909090909,-0.437478639259807,0.515902637341361,-0.0909090909090909,-0.207856489992599,-0.0909090909090909,0.571605347479646,-0.279700776630427,1,-0.133366267342316,-0.0909090909090909,1,-0.243492376778837,-0.134281626522908,-0.207856489992599,-0.134281626522908,1,-0.134281626522908,-0.207856489992599,-0.243492376778837,-0.437478639259807,-0.0909090909090909,-0.0909090909090909,-0.316983388996208,-0.171967545780454,1,-0.0909090909090909,-0.0909090909090909,0.363748857487047,1,-0.279700776630427,-0.279700776630427,1,-0.0909090909090909,1,-0.171967545780454,-0.395819547420188,0.630547667861664,-0.0909090909090909,-0.0909090909090909,-0.134281626522908,-0.243492376778837,-0.134281626522908,-0.0909090909090909,0.630547667861664,0.738548945875996,-0.134281626522908,1,-0.0909090909090909,-0.316983388996208,-0.0909090909090909,1,-0.218356573370573,-0.0909090909090909
Porphyromonas,-0.460600650959968,-0.171967545780454,-0.171967545780454,-0.171967545780454,0.401257606821059,0.630547667861664,-0.254012899322073,-0.171967545780454,-0.119535492147312,-0.0240963855421687,0.401257606821059,0.360424418790547,-0.171967545780454,-0.393190275044233,-0.053889205456598,-0.171967545780454,0.719469082332963,0.515902637341361,-0.171967545780454,-0.204711400426652,0.28929246867236,0.0327658562536861,0.28929246867236,-0.171967545780454,-0.254012899322073,0.349502466705985,0.368480520767974,-0.239070984294623,-0.171967545780454,-0.171967545780454,-0.0380710736537992,0.0963855421686747,-0.171967545780454,0.630547667861664,-0.171967545780454,-0.0982975687610582,-0.171967545780454,-0.102879392235324,0.00489901867787255,-0.171967545780454,-0.171967545780454,-0.171967545780454,1,-0.0739505459318101,-0.325301204819277,0.401257606821059,-0.171967545780454,0.296348382542418,0.174004690362654,0.211677416101727,-0.171967545780454,-0.325301204819277,-0.254012899322073,0.134062363531094,-0.171967545780454,0.515902637341361,0.666243788941486,-0.171967545780454,-0.171967545780454,-0.0183578970801439,-0.171967545780454
Prevotella,-0.133502821662769,-0.395819547420188,-0.395819547420188,-0.395819547420188,-0.0439799497133542,0.0439799497133542,0.0487220182507157,0.131939849140063,0.44797805186287,0.0184876364829525,-0.0439799497133542,-0.0460884864697386,0.395819547420188,-0.490213901541765,0.281903097918574,-0.395819547420188,0.132624154699297,-0.131939849140063,-0.395819547420188,-0.196327678915837,0.135338939585321,0.0796073857204575,0.346467685338423,-0.395819547420188,0.443911721839854,0.423176103040327,0.188474571759203,0.0952394283487992,0.131939849140063,0.131939849140063,0.15335004858824,0.499166185039718,-0.395819547420188,0.0439799497133542,-0.395819547420188,-0.301670093256471,-0.395819547420188,0.259350850085088,-0.210487646445868,-0.395819547420188,0.131939849140063,-0.395819547420188,-0.0739505459318101,1,-0.332777456693145,-0.0439799497133542,0.131939849140063,0.102857594084844,0.0628248572530677,0.156993169918973,0.131939849140063,-0.332777456693145,-0.0487220182507157,-0.346467685338423,-0.395819547420188,-0.131939849140063,0.116838132257707,0.219899748566771,-0.395819547420188,-0.309866838689759,0.131939849140063
Pseudomonas,0.716489901493283,0.630547667861664,0.630547667861664,0.630547667861664,-0.171967545780454,-0.171967545780454,0.747926870226103,-0.171967545780454,-0.354008957513192,0.602409638554217,-0.171967545780454,-0.393190275044233,0.401257606821059,0.906522023018648,-0.161667616369794,0.630547667861664,-0.158843823372213,-0.171967545780454,0.630547667861664,-0.460600650959968,-0.254012899322073,-0.393190275044233,0.20462150223167,0.630547667861664,0.134062363531094,-0.393190275044233,-0.102355700213326,-0.160913162505997,-0.171967545780454,-0.171967545780454,-0.266497515576594,0.036144578313253,0.630547667861664,-0.171967545780454,0.515902637341361,0.382268322959671,0.630547667861664,-0.529094017210235,-0.0293941120672353,0.630547667861664,-0.171967545780454,0.630547667861664,-0.325301204819277,-0.332777456693145,1,-0.171967545780454,-0.171967545780454,-0.254012899322073,-0.460600650959968,-0.254012899322073,-0.171967545780454,1,0.776150525706333,0.296348382542418,0.630547667861664,-0.171967545780454,-0.45685288384559,-0.171967545780454,0.630547667861664,-0.165221073721295,-0.171967545780454
